n.category_name,n.source
"""regularization (linguistics)""","""OpenAlex"""
"""convolution (computer science)""","""OpenAlex"""
"""general computer science""","""OpenAIRE"""
"""overfitting""","""OpenAIRE"""
"""regularization (mathematics)""","""OpenAIRE"""
"""dropout (neural networks)""","""OpenAIRE"""
"""test data""","""OpenAIRE"""
"""ransac""","""OpenAlex"""
"""smoothing""","""OpenAlex"""
"""landmark""","""OpenAlex"""
"""basis (linear algebra)""","""OpenAlex"""
"""point (geometry)""","""OpenAlex"""
"""sorting algorithm""","""OpenAIRE"""
"""point cloud""","""OpenAIRE"""
"""probability density function""","""OpenAIRE"""
"""ransac""","""OpenAIRE"""
"""data modeling""","""OpenAIRE"""
"""set (abstract data type)""","""OpenAIRE"""
"""computer science - robotics""","""OpenAIRE"""
"""data visualization""","""OpenAIRE"""
"""sampling (statistics)""","""OpenAIRE"""
"""robotics (cs ro)""","""OpenAIRE"""
"""hidden markov model""","""OpenAlex"""
"""ergodic theory""","""OpenAlex"""
"""simple (philosophy)""","""OpenAlex"""
"""probabilistic logic""","""OpenAlex"""
"""markov chain""","""OpenAlex"""
"""markov model""","""OpenAlex"""
"""state (computer science)""","""OpenAlex"""
"""function (biology)""","""OpenAlex"""
"""markov chain""","""OpenAIRE"""
"""maximum-entropy markov model""","""OpenAIRE"""
"""hidden semi-markov model""","""OpenAIRE"""
"""forward algorithm""","""OpenAIRE"""
"""electrical and electronic engineering""","""OpenAIRE"""
"""hidden markov model""","""OpenAIRE"""
"""markov model""","""OpenAIRE"""
"""heuristics""","""OpenAlex"""
"""representativeness heuristic""","""OpenAlex"""
"""class (philosophy)""","""OpenAlex"""
"""event (particle physics)""","""OpenAlex"""
"""value (ethics)""","""OpenAIRE"""
"""heuristic""","""OpenAIRE"""
"""calibration (statistics)""","""OpenAIRE"""
"""coherence (philosophical gambling strategy)""","""OpenAIRE"""
"""object (philosophy)""","""OpenAIRE"""
"""representativeness heuristic""","""OpenAIRE"""
"""outcome (probability)""","""OpenAIRE"""
"""odds""","""OpenAIRE"""
"""gambler's fallacy""","""OpenAIRE"""
"""heuristics""","""OpenAIRE"""
"""event (probability theory)""","""OpenAIRE"""
"""compressed sensing""","""OpenAlex"""
"""orthonormal basis""","""OpenAlex"""
"""computer science - information theory""","""OpenAIRE"""
"""information theory (cs it)""","""OpenAIRE"""
"""normalization (sociology)""","""OpenAlex"""
"""histogram""","""OpenAlex"""
"""pedestrian detection""","""OpenAlex"""
"""histogram of oriented gradients""","""OpenAlex"""
"""orientation (vector space)""","""OpenAlex"""
"""contrast (vision)""","""OpenAlex"""
"""pedestrian""","""OpenAlex"""
"""transport engineering""","""OpenAlex"""
"""implicit shape model""","""OpenAIRE"""
"""normalization (statistics)""","""OpenAIRE"""
"""local binary patterns""","""OpenAIRE"""
"""gloh""","""OpenAIRE"""
"""pedestrian detection""","""OpenAIRE"""
"""normalization (image processing)""","""OpenAIRE"""
"""motion history images""","""OpenAIRE"""
"""fisher vector""","""OpenAIRE"""
"""object recognition""","""OpenAIRE"""
"""support vector machines""","""OpenAIRE"""
"""histogram""","""OpenAIRE"""
"""traffic sign recognition""","""OpenAIRE"""
"""caltech""","""OpenAIRE"""
"""labelme""","""OpenAIRE"""
"""info info-cv computer science cs computer vision and pattern recognition cs cv""","""OpenAIRE"""
"""histogram of oriented gradients""","""OpenAIRE"""
"""bag-of-words model in computer vision""","""OpenAIRE"""
"""feature (computer vision)""","""OpenAIRE"""
"""viola-jones object detection framework""","""OpenAIRE"""
"""markov chain monte carlo""","""OpenAlex"""
"""executable""","""OpenAlex"""
"""source code""","""OpenAlex"""
"""bayesian inference""","""OpenAIRE"""
"""symbols namesake""","""OpenAIRE"""
"""markov chain monte carlo""","""OpenAIRE"""
"""markov chains""","""OpenAIRE"""
"""symbols""","""OpenAIRE"""
"""executable""","""OpenAIRE"""
"""lasso (programming language)""","""OpenAlex"""
"""regression""","""OpenAlex"""
"""model selection""","""OpenAlex"""
"""constraint (computer-aided design)""","""OpenAlex"""
"""linear regression""","""OpenAlex"""
"""ridge""","""OpenAlex"""
"""tree (set theory)""","""OpenAlex"""
"""regression analysis""","""OpenAlex"""
"""generalized linear model""","""OpenAlex"""
"""stability (learning theory)""","""OpenAlex"""
"""shrinkage estimator""","""OpenAIRE"""
"""regression analysis""","""OpenAIRE"""
"""regression""","""OpenAIRE"""
"""lasso (statistics)""","""OpenAIRE"""
"""design of experiments clinical research""","""OpenAIRE"""
"""statistics probability and uncertainty""","""OpenAIRE"""
"""selection (genetic algorithm)""","""OpenAIRE"""
"""shrinkage""","""OpenAIRE"""
"""suite""","""OpenAlex"""
"""genomics""","""OpenAlex"""
"""software suite""","""OpenAlex"""
"""information retrieval""","""OpenAlex"""
"""archaeology""","""OpenAlex"""
"""history""","""OpenAlex"""
"""genome""","""OpenAIRE"""
"""software suite""","""OpenAIRE"""
"""suite""","""OpenAIRE"""
"""genome project""","""OpenAIRE"""
"""genome analysis""","""OpenAIRE"""
"""applications note""","""OpenAIRE"""
"""george (robot)""","""OpenAlex"""
"""citation""","""OpenAlex"""
"""annals""","""OpenAlex"""
"""library science""","""OpenAlex"""
"""classics""","""OpenAlex"""
"""binding site""","""OpenAlex"""
"""history and philosophy of science""","""OpenAIRE"""
"""general neuroscience""","""OpenAIRE"""
"""photochemistry""","""OpenAIRE"""
"""small molecule""","""OpenAIRE"""
"""speedup""","""OpenAlex"""
"""range (aeronautics)""","""OpenAlex"""
"""marginal likelihood""","""OpenAlex"""
"""bayesian inference""","""OpenAlex"""
"""parallel computing""","""OpenAlex"""
"""materials science""","""OpenAlex"""
"""composite material""","""OpenAlex"""
"""biological sciences""","""OpenAIRE"""
"""theoretical computer science""","""OpenAIRE"""
"""speedup""","""OpenAIRE"""
"""mcmc""","""OpenAIRE"""
"""zoology""","""OpenAIRE"""
"""bioengineering""","""OpenAIRE"""
"""models""","""OpenAIRE"""
"""paraphyletic groups coral reefs""","""OpenAIRE"""
"""bayes estimator""","""OpenAIRE"""
"""model averaging""","""OpenAIRE"""
"""bayes factor""","""OpenAIRE"""
"""biological""","""OpenAIRE"""
"""classification""","""OpenAIRE"""
"""tree (data structure)""","""OpenAIRE"""
"""monte carlo method""","""OpenAIRE"""
"""wavelet""","""OpenAlex"""
"""wavelet transform""","""OpenAlex"""
"""multiresolution analysis""","""OpenAlex"""
"""basis function""","""OpenAlex"""
"""discrete wavelet transform""","""OpenAlex"""
"""multiresolution analysis""","""OpenAIRE"""
"""stationary wavelet transform""","""OpenAIRE"""
"""wavelet transform""","""OpenAIRE"""
"""cascade algorithm""","""OpenAIRE"""
"""wavelet packet decomposition""","""OpenAIRE"""
"""orthogonal wavelet""","""OpenAIRE"""
"""wavelet""","""OpenAIRE"""
"""biorthogonal wavelet""","""OpenAIRE"""
"""scalability""","""OpenAlex"""
"""database""","""OpenAlex"""
"""minimum bounding box""","""OpenAIRE"""
"""training set""","""OpenAIRE"""
"""boosting (machine learning)""","""OpenAlex"""
"""sketch""","""OpenAlex"""
"""cache""","""OpenAlex"""
"""receiver operating characteristic""","""OpenAlex"""
"""nonparametric statistics""","""OpenAlex"""
"""ranking (information retrieval)""","""OpenAlex"""
"""sample size determination""","""OpenAlex"""
"""statistic""","""OpenAlex"""
"""wilcoxon signed-rank test""","""OpenAlex"""
"""sampling (signal processing)""","""OpenAlex"""
"""mann-whitney u test""","""OpenAlex"""
"""receiver operating characteristic""","""OpenAIRE"""
"""wilcoxon signed-rank test""","""OpenAIRE"""
"""sample (material)""","""OpenAIRE"""
"""nonparametric statistics""","""OpenAIRE"""
"""models theoretical""","""OpenAIRE"""
"""standard error""","""OpenAIRE"""
"""ranking""","""OpenAIRE"""
"""evaluation studies as topic""","""OpenAIRE"""
"""radiology nuclear medicine and imaging""","""OpenAIRE"""
"""technology radiologic""","""OpenAIRE"""
"""statistic""","""OpenAIRE"""
"""reinforcement""","""OpenAlex"""
"""core self-evaluations""","""OpenAIRE"""
"""control (management)""","""OpenAIRE"""
"""personal control""","""OpenAIRE"""
"""perceived control""","""OpenAIRE"""
"""reinforcement""","""OpenAIRE"""
"""internal-external control""","""OpenAIRE"""
"""panchromatic film""","""OpenAlex"""
"""decision rule""","""OpenAlex"""
"""identification (biology)""","""OpenAlex"""
"""test set""","""OpenAlex"""
"""botany""","""OpenAlex"""
"""info info-ts computer science cs signal and image processing""","""OpenAIRE"""
"""image texture""","""OpenAIRE"""
"""fos electrical engineering electronic engineering information engineering""","""OpenAIRE"""
"""projection (set theory)""","""OpenAIRE"""
"""image and video processing (eess iv)""","""OpenAIRE"""
"""electrical engineering and systems science - image and video processing""","""OpenAIRE"""
"""modal""","""OpenAIRE"""
"""transformation (function)""","""OpenAIRE"""
"""signal processing""","""OpenAIRE"""
"""curse of dimensionality""","""OpenAIRE"""
"""oversampling""","""OpenAlex"""
"""classifier (uml)""","""OpenAlex"""
"""naive bayes classifier""","""OpenAlex"""
"""prior probability""","""OpenAlex"""
"""convex hull""","""OpenAlex"""
"""regular polygon""","""OpenAlex"""
"""bandwidth (computing)""","""OpenAlex"""
"""restricted boltzmann machine""","""OpenAIRE"""
"""medical diagnostic""","""OpenAIRE"""
"""boltzmann machine""","""OpenAIRE"""
"""class (biology)""","""OpenAIRE"""
"""imbalanced data""","""OpenAIRE"""
"""information systems""","""OpenAIRE"""
"""oversampling""","""OpenAIRE"""
"""information systems recommender systems""","""OpenAIRE"""
"""minimum bounding box""","""OpenAlex"""
"""bounding overwatch""","""OpenAlex"""
"""overhead (engineering)""","""OpenAlex"""
"""instrumentation""","""OpenAIRE"""
"""atomic and molecular physics and optics""","""OpenAIRE"""
"""computational complexity theory""","""OpenAlex"""
"""computation""","""OpenAIRE"""
"""variety (cybernetics)""","""OpenAIRE"""
"""state (computer science)""","""OpenAIRE"""
"""channel (digital image)""","""OpenAIRE"""
"""infrared""","""OpenAIRE"""
"""detector""","""OpenAIRE"""
"""convolution""","""OpenAIRE"""
"""sensitivity (control systems)""","""OpenAlex"""
"""exploit""","""OpenAlex"""
"""computer security""","""OpenAlex"""
"""electronic engineering""","""OpenAlex"""
"""sequence analysis""","""OpenAIRE"""
"""sequence analysis protein""","""OpenAIRE"""
"""protein methods""","""OpenAIRE"""
"""sensitivity (control systems)""","""OpenAIRE"""
"""databases protein""","""OpenAIRE"""
"""sequence clustering""","""OpenAIRE"""
"""sequence""","""OpenAIRE"""
"""fuzzy control system""","""OpenAlex"""
"""relation (database)""","""OpenAlex"""
"""fuzzy logic""","""OpenAlex"""
"""subspace topology""","""OpenAlex"""
"""neuro-fuzzy""","""OpenAlex"""
"""premise""","""OpenAlex"""
"""fuzzy set operations""","""OpenAlex"""
"""control engineering""","""OpenAlex"""
"""control theory (sociology)""","""OpenAlex"""
"""fuzzy rule""","""OpenAIRE"""
"""fuzzy classification""","""OpenAIRE"""
"""neuro-fuzzy""","""OpenAIRE"""
"""general engineering""","""OpenAIRE"""
"""control engineering""","""OpenAIRE"""
"""fuzzy control system""","""OpenAIRE"""
"""defuzzification""","""OpenAIRE"""
"""fuzzy logic""","""OpenAIRE"""
"""genetic fuzzy systems""","""OpenAIRE"""
"""fuzzy set operations""","""OpenAIRE"""
"""maximum a posteriori estimation""","""OpenAlex"""
"""posterior probability""","""OpenAlex"""
"""markov random field""","""OpenAlex"""
"""random field""","""OpenAlex"""
"""gibbs sampling""","""OpenAlex"""
"""maximum likelihood""","""OpenAlex"""
"""posterior probability""","""OpenAIRE"""
"""physical system""","""OpenAIRE"""
"""categorical distribution""","""OpenAIRE"""
"""maximum a posteriori estimation""","""OpenAIRE"""
"""statistical physics""","""OpenAIRE"""
"""markov random field""","""OpenAIRE"""
"""multiplicative function""","""OpenAIRE"""
"""statistical mechanics""","""OpenAIRE"""
"""boltzmann distribution""","""OpenAIRE"""
"""metropolis-hastings algorithm""","""OpenAIRE"""
"""gibbs sampling""","""OpenAIRE"""
"""codebase""","""OpenAlex"""
"""technology""","""OpenAIRE"""
"""concepts in astronomy galaxies""","""OpenAIRE"""
"""computer science - software engineering""","""OpenAIRE"""
"""data structures and algorithms (cs ds)""","""OpenAIRE"""
"""astronomy astrophysics""","""OpenAIRE"""
"""settore inf - informatica""","""OpenAIRE"""
"""programming language""","""OpenAIRE"""
"""published erratum""","""OpenAIRE"""
"""computational physics (physics comp-ph)""","""OpenAIRE"""
"""ddc""","""OpenAIRE"""
"""perspective""","""OpenAIRE"""
"""linear algebra""","""OpenAIRE"""
"""minification""","""OpenAIRE"""
"""physics - computational physics""","""OpenAIRE"""
"""biotechnology""","""OpenAIRE"""
"""de facto standard""","""OpenAIRE"""
"""fos physical sciences""","""OpenAIRE"""
"""history st century""","""OpenAIRE"""
"""computational science""","""OpenAIRE"""
"""computer science - data structures and algorithms""","""OpenAIRE"""
"""info computer science cs""","""OpenAIRE"""
"""author correction""","""OpenAIRE"""
"""cell biology""","""OpenAIRE"""
"""history th century""","""OpenAIRE"""
"""python (programming language)""","""OpenAIRE"""
"""computational biology and bioinformatics""","""OpenAIRE"""
"""software engineering (cs se)""","""OpenAIRE"""
"""nonlinear dynamics""","""OpenAIRE"""
"""linear models""","""OpenAIRE"""
"""computer science - mathematical software""","""OpenAIRE"""
"""programming languages""","""OpenAIRE"""
"""mathematical software (cs ms)""","""OpenAIRE"""
"""python""","""OpenAIRE"""
"""protein structure prediction""","""OpenAlex"""
"""casp""","""OpenAlex"""
"""protein structure""","""OpenAlex"""
"""threading (protein sequence)""","""OpenAlex"""
"""structural bioinformatics""","""OpenAlex"""
"""protein superfamily""","""OpenAlex"""
"""protein structure prediction""","""OpenAIRE"""
"""article""","""OpenAIRE"""
"""structural bioinformatics""","""OpenAIRE"""
"""protein structure""","""OpenAIRE"""
"""structural biology""","""OpenAIRE"""
"""protein folding""","""OpenAIRE"""
"""casp""","""OpenAIRE"""
"""data science""","""OpenAlex"""
"""battery (electricity)""","""OpenAIRE"""
"""engineering""","""OpenAIRE"""
"""organic chemistry""","""OpenAIRE"""
"""nanoscience nanotechnology""","""OpenAIRE"""
"""chemistry chemical compound""","""OpenAIRE"""
"""cellulose polysaccharides""","""OpenAIRE"""
"""nano-technology""","""OpenAIRE"""
"""process engineering""","""OpenAIRE"""
"""transfer of learning""","""OpenAlex"""
"""inductive transfer""","""OpenAlex"""
"""multi-task learning""","""OpenAlex"""
"""semi-supervised learning""","""OpenAlex"""
"""domain (mathematical analysis)""","""OpenAlex"""
"""instance-based learning""","""OpenAlex"""
"""online machine learning""","""OpenAlex"""
"""feature vector""","""OpenAlex"""
"""robot learning""","""OpenAlex"""
"""robot""","""OpenAlex"""
"""mobile robot""","""OpenAlex"""
"""information systems and management""","""OpenAIRE"""
"""computer networks and communications""","""OpenAIRE"""
"""data stream mining""","""OpenAIRE"""
"""active learning (machine learning)""","""OpenAIRE"""
"""algorithmic learning theory""","""OpenAIRE"""
"""multi-task learning""","""OpenAIRE"""
"""computational learning theory""","""OpenAIRE"""
"""inductive transfer""","""OpenAIRE"""
"""hardware and architecture""","""OpenAIRE"""
"""instance-based learning""","""OpenAIRE"""
"""complex network""","""OpenAlex"""
"""random graph""","""OpenAlex"""
"""degree distribution""","""OpenAlex"""
"""preferential attachment""","""OpenAlex"""
"""clustering coefficient""","""OpenAlex"""
"""evolving networks""","""OpenAlex"""
"""the internet""","""OpenAlex"""
"""small-world network""","""OpenAlex"""
"""network science""","""OpenAlex"""
"""network formation""","""OpenAlex"""
"""network structure""","""OpenAlex"""
"""distributed computing computability theory""","""OpenAIRE"""
"""numerical computational mathematics""","""OpenAIRE"""
"""preferential attachment""","""OpenAIRE"""
"""fluids plasmas""","""OpenAIRE"""
"""empirical research""","""OpenAIRE"""
"""condensed matter - statistical mechanics""","""OpenAIRE"""
"""random graph""","""OpenAIRE"""
"""statistical mechanics (cond-mat stat-mech)""","""OpenAIRE"""
"""disordered systems and neural networks (cond-mat dis-nn)""","""OpenAIRE"""
"""condensed matter - disordered systems and neural networks""","""OpenAIRE"""
"""complex network""","""OpenAIRE"""
"""the internet""","""OpenAIRE"""
"""biological network""","""OpenAIRE"""
"""autoencoder""","""OpenAlex"""
"""curse of dimensionality""","""OpenAlex"""
"""initialization""","""OpenAlex"""
"""gradient descent""","""OpenAlex"""
"""principal component analysis""","""OpenAlex"""
"""high dimensional""","""OpenAlex"""
"""principal (computer security)""","""OpenAlex"""
"""nanotechnology""","""OpenAlex"""
"""dimensionality reduction""","""OpenAIRE"""
"""convolutional deep belief networks""","""OpenAIRE"""
"""autoencoder""","""OpenAIRE"""
"""deep belief network""","""OpenAIRE"""
"""gradient descent""","""OpenAIRE"""
"""belongingness""","""OpenAlex"""
